Time	Object	Vector	Value
1.9	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.810000
2.0	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.800000
2.1	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.790000
2.2	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.780000
2.3	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.770000
2.4	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.760000
2.5	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.750000
2.6	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.740000
2.7	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.730000
2.8	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.720000
2.9	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.710000
3.0	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.700000
3.1	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.690000
3.2	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.680000
3.3	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.670000
3.4	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.660000
3.5	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.650000
3.6	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.640000
3.7	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.630000
3.8	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.620000
3.9	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.610000
4.0	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.600000
4.1	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.590000
4.2	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.580000
4.3	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.570000
4.4	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.560000
4.5	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.550000
4.6	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.540000
4.7	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.530000
4.8	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.520000
4.9	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.510000
5.0	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.500000
5.1	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.490000
5.2	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.480000
5.3	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.470000
5.4	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.460000
5.5	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.450000
5.6	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.440000
5.7	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.430000
5.8	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.420000
5.9	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.410000
6.0	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.400000
6.1	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.390000
6.2	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.380000
6.3	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.370000
6.4	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.360000
6.5	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.350000
6.6	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.340000
6.7	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.330000
6.8	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.320000
6.9	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.310000
7.0	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.300000
7.1	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.290000
7.2	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.280000
7.3	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.270000
7.4	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.260000
7.5	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.250000
7.6	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.240000
7.7	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.230000
7.8	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.220000
7.9	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.210000
8.0	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.200000
0.0	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
0.1	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
0.2	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
0.3	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
0.4	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
0.5	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
0.6	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
0.7	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
0.8	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
0.9	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
1.0	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
1.1	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
1.2	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
1.3	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
1.4	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
1.5	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
1.6	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
1.7	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
1.8	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
1.9	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
2.0	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
2.1	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
2.2	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
2.3	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
2.4	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
2.5	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
2.6	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
2.7	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
2.8	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
2.9	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
3.0	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
3.1	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
3.2	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
3.3	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
3.4	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
3.5	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
3.6	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
3.7	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
3.8	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
3.9	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
4.0	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
4.1	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
4.2	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
4.3	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
4.4	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
4.5	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
4.6	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
4.7	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
4.8	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
4.9	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
5.0	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
5.1	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
5.2	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
5.3	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
5.4	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
5.5	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
5.6	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
5.7	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
5.8	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
5.9	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
6.0	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
6.1	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
6.2	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
6.3	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
6.4	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
6.5	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
6.6	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
6.7	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
6.8	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
6.9	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
7.0	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
7.1	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
7.2	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
7.3	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
7.4	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
7.5	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
7.6	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
7.7	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
7.8	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
7.9	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
8.0	car[0].cellularNic.nrRlc.um	rlcDelayDl 	0.010000
0.0	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
0.1	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
0.2	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
0.3	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
0.4	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
0.5	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
0.6	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
0.7	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
0.8	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
0.9	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
1.0	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
1.1	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
1.2	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
1.3	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
1.4	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
1.5	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
1.6	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
1.7	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
1.8	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
1.9	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
2.0	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
2.1	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
2.2	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
2.3	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
2.4	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
2.5	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
2.6	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
2.7	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
2.8	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
2.9	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
3.0	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
3.1	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
3.2	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
3.3	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
3.4	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
3.5	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
3.6	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
3.7	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
3.8	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
3.9	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
4.0	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
4.1	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
4.2	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
4.3	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
4.4	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
4.5	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
4.6	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
4.7	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
4.8	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
4.9	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
5.0	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
5.1	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
5.2	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
5.3	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
5.4	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
5.5	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
5.6	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
5.7	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
5.8	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
5.9	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
6.0	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
6.1	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
6.2	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
6.3	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
6.4	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
6.5	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
6.6	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
6.7	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
6.8	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
6.9	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
7.0	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
7.1	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
7.2	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
7.3	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
7.4	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
7.5	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
7.6	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
7.7	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
7.8	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
7.9	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
8.0	car[0].cellularNic.nrRlc.um	rlcPduDelayDl 	0.010000
0.0	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
0.1	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
0.2	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
0.3	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
0.4	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
0.5	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
0.6	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
0.7	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
0.8	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
0.9	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
1.0	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
1.1	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
1.2	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
1.3	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
1.4	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
1.5	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
1.6	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
1.7	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
1.8	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
1.9	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
2.0	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
2.1	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
2.2	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
2.3	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
2.4	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
2.5	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
2.6	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
2.7	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
2.8	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
2.9	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
3.0	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
3.1	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
3.2	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
3.3	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
3.4	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
3.5	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
3.6	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
3.7	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
3.8	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
3.9	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
4.0	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
4.1	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
4.2	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
4.3	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
4.4	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
4.5	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
4.6	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
4.7	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
4.8	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
4.9	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
5.0	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
5.1	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
5.2	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
5.3	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
5.4	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
5.5	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
5.6	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
5.7	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
5.8	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
5.9	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
6.0	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
6.1	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
6.2	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
6.3	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
6.4	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
6.5	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
6.6	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
6.7	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
6.8	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
6.9	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
7.0	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
7.1	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
7.2	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
7.3	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
7.4	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
7.5	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
7.6	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
7.7	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
7.8	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
7.9	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
8.0	car[0].cellularNic.nrRlc.um	rlcThroughputDl 	500.000000
0.0	car[1].cellularNic.nrPhy	servingCell 	1.000000
0.1	car[1].cellularNic.nrPhy	servingCell 	1.000000
0.2	car[1].cellularNic.nrPhy	servingCell 	1.000000
0.3	car[1].cellularNic.nrPhy	servingCell 	1.000000
0.4	car[1].cellularNic.nrPhy	servingCell 	1.000000
0.5	car[1].cellularNic.nrPhy	servingCell 	1.000000
0.6	car[1].cellularNic.nrPhy	servingCell 	1.000000
0.7	car[1].cellularNic.nrPhy	servingCell 	1.000000
0.8	car[1].cellularNic.nrPhy	servingCell 	1.000000
0.9	car[1].cellularNic.nrPhy	servingCell 	1.000000
1.0	car[1].cellularNic.nrPhy	servingCell 	1.000000
1.1	car[1].cellularNic.nrPhy	servingCell 	1.000000
1.2	car[1].cellularNic.nrPhy	servingCell 	1.000000
1.3	car[1].cellularNic.nrPhy	servingCell 	1.000000
1.4	car[1].cellularNic.nrPhy	servingCell 	1.000000
1.5	car[1].cellularNic.nrPhy	servingCell 	1.000000
1.6	car[1].cellularNic.nrPhy	servingCell 	1.000000
1.7	car[1].cellularNic.nrPhy	servingCell 	1.000000
1.8	car[1].cellularNic.nrPhy	servingCell 	1.000000
1.9	car[1].cellularNic.nrPhy	servingCell 	1.000000
2.0	car[1].cellularNic.nrPhy	servingCell 	1.000000
2.1	car[1].cellularNic.nrPhy	servingCell 	1.000000
2.2	car[1].cellularNic.nrPhy	servingCell 	1.000000
2.3	car[1].cellularNic.nrPhy	servingCell 	1.000000
2.4	car[1].cellularNic.nrPhy	servingCell 	1.000000
2.5	car[1].cellularNic.nrPhy	servingCell 	1.000000
2.6	car[1].cellularNic.nrPhy	servingCell 	1.000000
2.7	car[1].cellularNic.nrPhy	servingCell 	1.000000
2.8	car[1].cellularNic.nrPhy	servingCell 	1.000000
2.9	car[1].cellularNic.nrPhy	servingCell 	1.000000
3.0	car[1].cellularNic.nrPhy	servingCell 	1.000000
3.1	car[1].cellularNic.nrPhy	servingCell 	1.000000
3.2	car[1].cellularNic.nrPhy	servingCell 	1.000000
3.3	car[1].cellularNic.nrPhy	servingCell 	1.000000
3.4	car[1].cellularNic.nrPhy	servingCell 	1.000000
3.5	car[1].cellularNic.nrPhy	servingCell 	1.000000
3.6	car[1].cellularNic.nrPhy	servingCell 	1.000000
3.7	car[1].cellularNic.nrPhy	servingCell 	1.000000
3.8	car[1].cellularNic.nrPhy	servingCell 	1.000000
3.9	car[1].cellularNic.nrPhy	servingCell 	1.000000
4.0	car[1].cellularNic.nrPhy	servingCell 	1.000000
4.1	car[1].cellularNic.nrPhy	servingCell 	1.000000
4.2	car[1].cellularNic.nrPhy	servingCell 	1.000000
4.3	car[1].cellularNic.nrPhy	servingCell 	1.000000
4.4	car[1].cellularNic.nrPhy	servingCell 	1.000000
4.5	car[1].cellularNic.nrPhy	servingCell 	1.000000
4.6	car[1].cellularNic.nrPhy	servingCell 	1.000000
4.7	car[1].cellularNic.nrPhy	servingCell 	1.000000
4.8	car[1].cellularNic.nrPhy	servingCell 	1.000000
4.9	car[1].cellularNic.nrPhy	servingCell 	1.000000
5.0	car[1].cellularNic.nrPhy	servingCell 	1.000000
5.1	car[1].cellularNic.nrPhy	servingCell 	1.000000
5.2	car[1].cellularNic.nrPhy	servingCell 	1.000000
5.3	car[1].cellularNic.nrPhy	servingCell 	1.000000
5.4	car[1].cellularNic.nrPhy	servingCell 	1.000000
5.5	car[1].cellularNic.nrPhy	servingCell 	1.000000
5.6	car[1].cellularNic.nrPhy	servingCell 	1.000000
5.7	car[1].cellularNic.nrPhy	servingCell 	1.000000
5.8	car[1].cellularNic.nrPhy	servingCell 	1.000000
5.9	car[1].cellularNic.nrPhy	servingCell 	1.000000
6.0	car[1].cellularNic.nrPhy	servingCell 	1.000000
6.1	car[1].cellularNic.nrPhy	servingCell 	1.000000
6.2	car[1].cellularNic.nrPhy	servingCell 	1.000000
6.3	car[1].cellularNic.nrPhy	servingCell 	1.000000
6.4	car[1].cellularNic.nrPhy	servingCell 	1.000000
6.5	car[1].cellularNic.nrPhy	servingCell 	1.000000
6.6	car[1].cellularNic.nrPhy	servingCell 	1.000000
6.7	car[1].cellularNic.nrPhy	servingCell 	1.000000
6.8	car[1].cellularNic.nrPhy	servingCell 	1.000000
6.9	car[1].cellularNic.nrPhy	servingCell 	1.000000
7.0	car[1].cellularNic.nrPhy	servingCell 	1.000000
7.1	car[1].cellularNic.nrPhy	servingCell 	1.000000
7.2	car[1].cellularNic.nrPhy	servingCell 	1.000000
7.3	car[1].cellularNic.nrPhy	servingCell 	1.000000
7.4	car[1].cellularNic.nrPhy	servingCell 	1.000000
7.5	car[1].cellularNic.nrPhy	servingCell 	1.000000
7.6	car[1].cellularNic.nrPhy	servingCell 	1.000000
7.7	car[1].cellularNic.nrPhy	servingCell 	1.000000
7.8	car[1].cellularNic.nrPhy	servingCell 	1.000000
7.9	car[1].cellularNic.nrPhy	servingCell 	1.000000
8.0	car[1].cellularNic.nrPhy	servingCell 	1.000000
